标题,摘要,发布时间,链接
告别“炫技式试点” 本地化私有部署成AI规模化落地关键,【告别“炫技式试点” 本地化私有部署成AI规模化落地关键】Cloudera大中华区技术总监刘隶放对记者表示，无论是传统行业巨头还是新兴产业领军者，都纷纷将本地化私有部署作为AI规模化落地的基础架构，这一趋势不仅彰显了AI产业化的深度演进，更标志着中国AI发展从“概念炒作”迈向“硬核成果”的关键转折，为企业在AI时代构建核心竞争力奠定了坚实基础。,2026-02-06 12:50:15,https://finance.eastmoney.com/a/202602063643952448.html
汽车改装在政策“松绑”中寻求新坐标,【汽车改装在政策“松绑”中寻求新坐标】“我们下一步将大力推动全市汽车后市场体系建设，持续培育汽车改装产业。”近日，一位地方政府人士在2026新能源汽车后市场新生态大会上表示，未来将支持整车及零部件企业与改装企业等进行深度对接，加强政策研究和标准建设，依法依规为消费者提供更安全、环保、个性化的改装服务，有序推动汽车改装市场发展。,2026-02-06 12:50:00,https://finance.eastmoney.com/a/202602063643952714.html
阿童木机器人冲刺港股 2025年前三季度首次盈利,【阿童木机器人冲刺港股 2025年前三季度首次盈利】记者了解到，作为一家成立十三年的技术驱动型企业，阿童木机器人自2020年起已连续五年位居国内自主品牌并联机器人市场占有率第一，并在2023年实现了对外资品牌的全面超越。2025年前三季度，阿童木机器人首次实现账面盈利。外界关注的是，其盈利的可持续性、新兴产品的巨额亏损以及持续的现金流出，仍是冲击资本市场之路上面临的严峻考验。,2026-02-06 12:49:58,https://finance.eastmoney.com/a/202602063643952593.html
“小米、极氪对撞测试”引发公诉 高若翔涉嫌损害商品声誉案今日开庭审理,【“小米、极氪对撞测试”引发公诉 高若翔涉嫌损害商品声誉案今日开庭审理】记者从高若翔代理律师处了解到，高若翔涉嫌损害商品声誉罪一案，今日在北京市海淀区人民法院开庭审理。高若翔，即B站UP主“原来是翔翔啊”，截至发稿，该账号拥有粉丝超过百万。,2026-02-06 12:48:34,https://finance.eastmoney.com/a/202602063643952974.html
高德发布“鹰眼守护2.0” 联合中国安科院启动春运保障专项,【高德发布“鹰眼守护2.0” 联合中国安科院启动春运保障专项】2月6日消息，界面新闻记者获悉高德发布“鹰眼守护2.0”。高德按照国务院安全办公室、应急管理部工作部署，与中国安全生产科学研究院启动春运保障专项。据了解，鹰眼守护系统目前已完成春运专项升级，覆盖不同天气、车型等场景下的预警及救援服务。此外，“鹰眼报警”功能已在江苏高速率先上线。,2026-02-06 12:44:52,https://finance.eastmoney.com/a/202602063643951386.html
限制升级 阿里千问红包分享口令无法在微信内复制,【限制升级 阿里千问红包分享口令无法在微信内复制】2月6日，记者实测发现，阿里千问红包最新的分享口令在微信内已失效，页面无任何复制选项，用户无法通过微信复制口令参与千问“春节30亿免单”活动。不过，蓝鲸科技记者发现，目前元宝红包分享口令仍可在微信内复制。,2026-02-06 12:41:12,https://finance.eastmoney.com/a/202602063643951043.html
腾讯战略入股新石器无人车 大厂加码智慧物流！新战局来了,【腾讯战略入股新石器无人车 大厂加码智慧物流！新战局来了】近日，国家企业信用信息公示系统显示，新石器无人车关联公司新石器慧通（北京）科技有限公司发生工商变更，腾讯旗下广西腾讯创业投资有限公司正式新增为股东。此举成为腾讯加码AI与自动驾驶赛道、布局智慧物流场景的重要信号，是其完善AI与自动驾驶场景化落地布局的关键一步。,2026-02-06 12:38:31,https://finance.eastmoney.com/a/202602063643950859.html
印度央行将基准利率维持在5.25%不变 符合市场预期,印度央行将基准利率维持在5.25%不变，符合市场预期。,2026-02-06 12:35:32,https://finance.eastmoney.com/a/202602063643950112.html
一上午净买入超100亿港元！南向资金“扫货”港股,【一上午净买入超100亿港元！南向资金“扫货”港股】港股市场方面，上午恒生指数跌幅一度超过2%，后跌幅有所收窄。恒生指数成份股中，友邦保险、汇丰控股领跌，信义光能、药明康德、蒙牛乳业等股票表现相对较强。值得一提的是，在港股调整之际，南向资金大幅净买入，上午净买入超过100亿港元。,2026-02-06 12:30:43,https://finance.eastmoney.com/a/202602063643947577.html
云顶新耀：国家药品监督管理局已批准维适平新药上市申请,【云顶新耀：国家药品监督管理局已批准维适平新药上市申请】云顶新耀公告，中国国家药品监督管理局已批准维适平新药上市申请，在中国用于治疗对传统治疗或生物制剂应答不充分、失应答或不耐受的中度至重度活动性溃疡性结肠炎成人患者。,2026-02-06 12:28:14,https://finance.eastmoney.com/a/202602063643946059.html
港股科技板块卖空显著升温 快手卖空金额增超10倍,【港股科技板块卖空压力显著升温 快手卖空金额增超10倍】受海外情绪传导影响，港股AI应用、SaaS及游戏等科技细分领域近期承压明显，卖空活跃度持续抬升。数据显示，2023年12月底至2024年2月5日，多家代表性企业卖空规模呈阶梯式增长。,2026-02-06 12:26:21,https://finance.eastmoney.com/a/202602063643945860.html
2月6日午间新闻精选,【2月6日午间新闻精选】1、截至午间收盘，沪指涨0.11%，深证成指涨0.65%，创业板指涨0.65%。恒生指数跌1.13%，恒生科技指数跌0.47%。2、海南全省首批在海口、三亚、儋州三个地级市共开设5家日用消费品免税店，各店定于2月11日南方小年开业。,2026-02-06 12:16:08,https://finance.eastmoney.com/a/202602063643943259.html
机构：2月电视面板价格预计涨势延续 笔电面板价格承压,【机构：2月电视面板价格预计涨势延续 笔电面板价格承压】TrendForce集邦咨询日前公布2月面板价格趋势预测：2026年2月，电视面板价格预计将延续上涨态势，显示器面板部分尺寸价格上涨，笔电面板价格预期下跌。目前预估2月份电视面板价格有机会呈现全面上涨趋势，32英寸、43英寸与50英寸预估上涨1美元，55英寸、65英寸与75英寸则预计上涨2美元。,2026-02-06 12:14:49,https://finance.eastmoney.com/a/202602063643943386.html
教育部将持续推进校园餐、教辅、校服等专项整治,【教育部将持续推进校园餐、教辅、校服等专项整治】记者从2月5日至6日在河北廊坊举行的2026年度全国基础教育重点工作部署会上获悉，2026年，教育部将持续推进校园餐、教辅、校服等专项整治，加强校园餐全链条监管，严把教辅征订“入口关”，推进校服采购规范化，严查利益输送、贪腐行为，坚决维护学生和家长合法权益。,2026-02-06 12:10:42,https://finance.eastmoney.com/a/202602063643942841.html
港股午评：恒生指数跌1.13% 恒生科技指数跌0.48%,【港股午评：恒生指数跌1.13% 恒生科技指数跌0.48%】港股午间收盘，恒生指数跌1.13%，恒生科技指数跌0.48%。加密货币概念股普跌，新火科技控股跌近7%，雄岸科技跌超4%。汽车板块涨幅居前，蔚来涨逾7%，理想汽车涨超5%，零跑汽车涨近5%。,2026-02-06 12:10:11,https://finance.eastmoney.com/a/202602063643942583.html
爱尔眼科：襄阳恒泰康非爱尔眼科所属企业,【爱尔眼科：襄阳恒泰康非爱尔眼科所属企业】爱尔眼科公告，公司关注到部分媒体关于精神专科医院涉嫌违规问题的报道中，将襄阳恒泰康医院有限公司与爱尔眼科直接关联。公司现就有关情况澄清说明如下：襄阳恒泰康非爱尔眼科所属企业。该公司为爱尔医疗投资集团有限公司与其他投资方合资设立的四级子公司。襄阳恒泰康由其医院管理团队经营。爱尔医疗投资不参与襄阳恒泰康的日常经营管理。爱尔眼科与湖南恒泰康康复医疗产业发展有限公司及其下属机构不存在股权控制、业务关联或经营管理关系。,2026-02-06 12:03:52,https://finance.eastmoney.com/a/202602063643940332.html
2月6日午间涨停分析,【2月6日午间涨停分析】今日午盘全市场共47股涨停，连板股总数7只，11股封板未遂，封板率为81%（不含ST股、退市股）。焦点股方面，并购重组的湖南黄金10天7板、凯龙高科20CM3连板，影视股横店影视7天6板，名雕股份盘中上演“地天板”走出6天5板。,2026-02-06 11:55:05,https://finance.eastmoney.com/a/202602063643939417.html
2025年广东民用无人机产量同比增长39% 占全国九成以上,【2025年广东民用无人机产量同比增长39% 占全国九成以上】广东省人民政府新闻办公室2月6日举行“‘十四五’广东成就”系列主题新闻发布会，本次发布会主题为现代化产业体系建设。广东省发展和改革委员会副主任、省大湾区办常务副主任朱伟在会上表示，“十四五”期间，广东新兴产业蓬勃发展，2025年全省集成电路产量942.4亿块，比2020年增长152%；2025年人工智能核心产业规模预计达3000亿元；工业机器人、服务机器人产量均居全国第一；2025年，广东民用无人机产量同比增长39%，占全国九成以上。,2026-02-06 11:51:01,https://finance.eastmoney.com/a/202602063643938326.html
上海辖区投顾公司2025服务客户数同比增加15% 客户平均年龄52岁,【上海辖区投顾公司2025服务客户数同比增加15% 客户平均年龄52岁】上海市证券同业公会最新披露数据显示，截至2025年末，上海地区证券投资咨询机构共计31家，同比降幅6%；个人客户总数为296.32万人，同比增幅14.55%，全年净新增37.65万人，个人客户平均年龄52岁，个人客户中64.4%为大专以下学历，服务个人客户产品数相较2024年同比增幅67.87%；机构客户总数为665户，同比减少1.62%，全年净减少11个。整体来看，零售端投顾服务的活跃度提升，但投诉率持续处于较高水平，暴露出在业务规范性、服务透明度和客户适当性管理等方面仍存在改进空间。,2026-02-06 11:50:34,https://finance.eastmoney.com/a/202602063643938211.html
日本家庭“恩格尔系数”28.6% 达1981年来高位,【日本家庭“恩格尔系数”28.6% 达1981年来高位】日本总务省2月6日公布的2025年两人以上家庭收支调查结果显示，受食品价格飙升影响，显示食品支出占家庭消费支出比重的“恩格尔系数”为28.6%，达到1981年以来的新高。消费支出显示，学费等“教育”增加6.8%，包括汽车相关费用在内的“交通和通信”增长6.7%。由于酷暑导致空调使用频率增加，“水电燃气”支出也增加2.5%。受食品价格大涨影响，节约食品消费的趋势蔓延，食品支出下降1.2%，点心类以及大米、面包等谷物类消费也减少。,2026-02-06 11:46:52,https://finance.eastmoney.com/a/202602063643937286.html
迈为股份半导体晶圆热压键合设备交付MEMS传感器头部企业,【迈为股份半导体晶圆热压键合设备交付MEMS传感器头部企业】近日，迈为股份自主研发的半导体晶圆热压键合设备成功交付国内MEMS传感器头部企业，该批设备将应用于客户先进MEMS传感器的规模化生产线。,2026-02-06 11:44:51,https://finance.eastmoney.com/a/202602063643937176.html
服务器卡爆了！千问APP已送出超100万单奶茶 阿里：正紧急加资源,【服务器卡爆了！千问APP已送出超100万单奶茶 阿里：正紧急加资源】记者实测体验发现，在下单过程中，千问APP多次出现卡顿现象。页面提示：活动太火爆了，请稍后再试。 对此阿里方面回应《科创板日报》称：“我们正在紧急加资源，全力保障顺畅。”,2026-02-06 11:37:43,https://finance.eastmoney.com/a/202602063643934524.html
创业板指上涨0.65% 化工股涨幅居前 珠宝首饰板块走强,【午盘播报】沪指上涨0.11%，报4080.31点；深成指上涨0.65%，报14043.17点；创业板指上涨0.65%，报3281.45点，两市半日合计成交13842亿。盘面上，珠宝首饰、环氧丙烷、氟化工、机器人执行器、采掘行业、能源金属、电池、化工原料涨幅居前，免税概念、酿酒行业、商业百货、旅游酒店、船舶制造、航空机场表现不佳，领跌市场。全市场上涨个股有3852家，下跌个股有1454家，51只股涨停。,2026-02-06 11:30:54,https://finance.eastmoney.com/a/202602063643931865.html
泰国期货交易所（TFEX）宣布暂停白银在线期货的临时交易,泰国期货交易所（TFEX）宣布暂停白银在线期货的临时交易。,2026-02-06 11:30:07,https://finance.eastmoney.com/a/202602063643931094.html
董明珠接受人民日报专访：现在的年轻人要有耐心要吃得起亏,【董明珠接受人民日报专访：现在的年轻人要有耐心要吃得起亏】董明珠表示，年轻人要有耐心，要吃得起亏。有人认为拿了文凭就应该坐到一个高级岗位上去，即使给你一个高级岗位，你不能掌控，或者不能更深层次地发现问题、组织新的创新模式，也没有用。,2026-02-06 11:28:10,https://finance.eastmoney.com/a/202602063643930835.html
睿能科技旗下贝能国际与英飞凌推出机器人关节驱动的一站式解决方案,【睿能科技旗下贝能国际与英飞凌推出机器人关节驱动的一站式解决方案】睿能科技(603933)旗下贝能国际官微消息，贝能与英飞凌科技联合推出了一款高集成度解决方案——基于英飞凌PSOCControlC3MCU微控制器和高效GaN功率器件的400W机器人关节电机驱动方案，涵盖主控、功率、传感与架构。该方案为工程师提供了一个经过验证的高性能起点，旨在大幅缩短研发周期、加速产品上市进程。,2026-02-06 11:27:04,https://finance.eastmoney.com/a/202602063643930039.html
南向资金净买入超100亿港元,截至目前，南向资金净买入超100亿港元。,2026-02-06 11:25:12,https://finance.eastmoney.com/a/202602063643928789.html
特斯拉产线转产Optimus机器人，机器人ETF鹏华涨超2%,【特斯拉产线转产Optimus机器人，机器人ETF鹏华涨超2%】机器人概念盘中震荡回升，消息面上，马斯克表示，公司将把位于加州弗里蒙特工厂中原本用于生产ModelS与ModelX的产线，转为Optimus人形机器人专用制造设施。,2026-02-06 11:24:58,https://finance.eastmoney.com/a/202602063643937317.html
大族数控实现“A+H”上市 H股早盘一度涨近19%,【大族数控实现“A+H”上市 H股早盘一度涨近19%】2月6日，大族数控正式登陆港交所，最终发售价为95.80港元/股，募资总额为48.33亿港元。上市首日开盘，大族数控H股一度涨近19%，最高报114港元/股。截至10时47分，大族数控H股报111.1港元/股，涨15.97%。,2026-02-06 11:23:48,https://finance.eastmoney.com/a/202602063643927992.html
大宗商品ETF(510170)强势翻红涨超1%，1月中国大宗商品价格指数创近三年半来新高,【大宗商品ETF(510170)强势翻红涨超1%，1月中国大宗商品价格指数创近三年半来新高】截至2026年2月6日11:06，大宗商品ETF(510170)上涨1.07%，盘中换手3.1%，成交1793.23万元。成分股厦门钨业上涨4.12%，南山铝业上涨3.79%，中国铝业上涨3.24%，金钼股份上涨3.19%，梅花生物上涨3.17%。,2026-02-06 11:21:49,https://finance.eastmoney.com/a/202602063643927476.html
美国国债收益率曲线升至近四年来最陡水平,【美国国债收益率曲线升至近四年来最陡水平】美国国债收益率曲线升至近四年来最陡水平。受降息预期升温、对通胀持续性的担忧以及财政赤字压力影响，美国10年期国债与2年期国债收益率利差一度扩大至73.7个基点，接近2025年4月触及的73.8个基点高位，为2022年1月以来最高水平。,2026-02-06 11:18:25,https://finance.eastmoney.com/a/202602063643925118.html
黄金持续震荡 还能涨吗？中信证券敖翀：金价上涨趋势并没有完结,【黄金持续震荡 还能涨吗？中信证券敖翀：金价上涨趋势并没有完结】近日，针对当前黄金市场的剧烈波动与后续走向，记者特别对话了中信证券有色金属行业首席分析师敖翀，试图厘清本轮行情的核心驱动，探寻价格剧烈波动的背后逻辑。在交流中，敖翀明确指出，当前黄金的上涨趋势尚未完结，流动性预期是当下驱动黄金价格走势的核心力量。此外，持续的地缘政治冲突也为黄金提供了阶段性的避险动力。,2026-02-06 11:18:17,https://finance.eastmoney.com/a/202602063643925723.html
卓正医疗登陆港交所 开盘涨超35%,【卓正医疗登陆港交所 开盘涨超35%】2月6日，卓正医疗在港交所挂牌上市，开盘报81港元/股，上涨35%。招股书显示，卓正医疗成立于2012年，在战略上专注于服务中高端医疗服务市场，以通常具有较强购买力、偏好更个性化医疗服务的大众富裕人群为目标客户。,2026-02-06 11:17:29,https://finance.eastmoney.com/a/202602063643926292.html
包装印刷板块盘中走强 京华激光涨停,包装印刷板块盘中走强，京华激光涨停，金富科技此前涨停，大胜达、天元股份、嘉美包装等股跟涨。,2026-02-06 11:16:12,https://finance.eastmoney.com/a/202602063643924632.html
牧原股份港股发行获超额认购 成为国内生猪养殖业首家“A+H”企业,【牧原股份港股发行获超额认购 成为国内生猪养殖业首家“A+H”企业】2月6日，牧原股份（02714.HK）在港交所上市，正式迈入“A+H”双资本平台发展阶段。若超额配售权悉数行使，牧原股份本次发行净额最高可达120.38亿港元，这不仅是2026年以来全球规模最大的农牧企业IPO，更跻身港股农业板块近年最大规模IPO之列，彰显了全球资本市场对中国生猪养殖龙头企业的高度认可。,2026-02-06 11:14:02,https://finance.eastmoney.com/a/202602063643922954.html
上海经信委组织开展2026年安全应急装备应用推广典型案例推荐工作 重点鼓励人工智能、5G等创新应用,【上海经信委组织开展2026年安全应急装备应用推广典型案例推荐工作 重点鼓励人工智能、5G等创新应用】上海市经济信息化委发布《关于组织开展2026年安全应急装备应用推广典型案例推荐工作的通知》。其中提出，本次案例推荐覆盖三大核心场景，聚焦七大装备类型，重点鼓励人工智能、5G等新一代信息技术赋能的创新应用。,2026-02-06 11:11:13,https://finance.eastmoney.com/a/202602063643921522.html
花旗：Arm仍具强劲成长动能与成长股特质 目标价下调至190美元,【花旗：Arm仍具强劲成长动能与成长股特质 目标价下调至190美元】花旗发表报告指，软银旗下英国芯片设计商Arm去年12月底止2026财年第三季营收与盈利略胜预期。基于云端AI整体潜在市场(TAM)规模增长及CSS技术普及，该行将Arm 2026和2027财年营收预测各上调1%，预期营收将实现23%和21%的强劲增长；目标价由200美元降至190美元，评级“买入”。,2026-02-06 11:09:20,https://finance.eastmoney.com/a/202602063643920335.html
江汽集团与布雷博签署战略合作协议,【江汽集团与布雷博签署战略合作协议】据江汽集团消息，江汽集团（JAC）与制动解决方案提供者布雷博（Brembo）2月5日签署战略合作协议，旨在加强长期合作，共同推动未来汽车平台的创新发展。,2026-02-06 11:07:16,https://finance.eastmoney.com/a/202602063643917922.html
伊朗突发！美国国务院：尽快离开！石油、黄金集体反攻！,【伊朗突发！美国国务院：尽快离开！石油、黄金集体反攻！】伊朗局势似乎并未好转！据央视新闻报道，美东时间2月5日，美国国务院通过“虚拟驻伊朗德黑兰使馆”发布安全警告称，伊朗全国范围内持续加强安全管控，局势依然紧张。美方敦促美国公民尽快自行离开伊朗，并制定不依赖美国政府协助的离境计划。如暂时无法离境，应就地避险，储备必要物资，避免示威活动并保持低调。,2026-02-06 11:04:24,https://finance.eastmoney.com/a/202602063643917042.html
PCB概念持续拉升 深南电路涨停,PCB概念持续拉升，深南电路涨停，中富电路涨超10%，胜宏科技、鹏鼎控股、富佳股份、生益电子跟涨。,2026-02-06 11:04:23,https://finance.eastmoney.com/a/202602063643915549.html
阿里回应千问“崩了”,【阿里回应千问“崩了”】2月6日，阿里千问正式上线“春节30亿免单”，发放奶茶免单卡。随后，千问app在全国多个地区出现小范围系统故障，部分用户打开活动页面，发现“千问请客”页面无法点击，页面信息显示“系统开小差了，稍后再试吧”。有用户对记者反馈，除活动页面外，问答功能仍可正常使用。,2026-02-06 11:01:31,https://finance.eastmoney.com/a/202602063643912943.html
棒杰股份涨停 光伏业务子公司重整申请获受理,【棒杰股份涨停 光伏业务子公司重整申请获受理】2月6日，棒杰股份涨停，报6.90元/股，涨幅10.05%。棒杰股份2月3日公告，扬州经开区法院已裁定受理兴业银行对公司子公司扬州棒杰的重整申请。棒杰股份表示，扬州棒杰为公司核心子公司及光伏业务重要经营平台，若重整得以成功实施，将有利于改善公司的资产负债结构，推动公司健康发展。,2026-02-06 11:00:33,https://finance.eastmoney.com/a/202602063643912175.html
无惧“抛售潮”？传奇投资人：软件业每10-15年颠覆一次 科技股再次腾飞在即！,【无惧“抛售潮”？传奇投资人：软件业每10-15年颠覆一次 科技股再次腾飞在即！】在围绕人工智能（AI）的焦虑情绪推动下，全球软件股近期经历了历史性的抛售，并进一步蔓延至更广泛的科技股。虽然在ChatGPT掀起AI热潮的三年中，AI驱动的抛售潮已屡见不鲜，但许多专家仍担心，一场极其惨烈的清算很快到来。,2026-02-06 10:59:30,https://finance.eastmoney.com/a/202602063643911570.html
董事长陈邦为一疑似“骗保”精神病院实控人？爱尔眼科方面回应,【董事长陈邦为一疑似“骗保”精神病院实控人？爱尔眼科方面回应】日前《新京报》曝光湖北襄阳、宜昌多家精神病院骗保事件后，有媒体将被点名的襄阳恒泰康医院与爱尔眼科及其实际控制人陈邦关联。对此情况，爱尔眼科方面回应21记者表示，“襄阳恒泰康医院有限公司并非爱尔眼科体系内企业。该公司为爱尔医疗投资集团有限公司与其他社会资本方合资设立的四级子公司，与爱尔眼科无任何股权关联和业务关系。作为投资人之一，陈邦并不直接参与恒泰康的经营管理。”,2026-02-06 10:56:09,https://finance.eastmoney.com/a/202602063643909035.html
千问：免单送奶茶活动太火爆 正在紧急加资源保障顺畅,【千问：免单送奶茶活动太火爆 正在紧急加资源保障顺畅】2月6日，千问在社交平台发布动态称，免单送奶茶活动太火爆，正在紧急加资源，全力保障顺畅。此前，据第一财经报道，千问上线奶茶免单活动后，部分用户打开活动页面，发现“千问请客”页面无法点击，页面信息显示“系统开小差了，稍后再试吧”。,2026-02-06 10:54:52,https://finance.eastmoney.com/a/202602063643908836.html
凯龙高科三连板 拟收购金旺达完善机器人产业链布局,【凯龙高科三连板 拟收购金旺达完善机器人产业链布局】2月6日，凯龙高科涨停，报34.30元/股，涨幅20.01%，收获三连板。凯龙高科2月4日公告，拟通过发行股份及支付现金方式向许照旺、安义拓荒者购买金旺达70%股权，并向公司实控人臧志成先生发行股份募集配套资金。本次交易前，凯龙高科未持有金旺达股权；交易完成后，金旺达将成为凯龙高科的控股子公司。,2026-02-06 10:54:02,https://finance.eastmoney.com/a/202602063643908415.html
美军称在太平洋东部袭击一艘“贩毒船”打死2人,【美军称在太平洋东部袭击一艘“贩毒船”打死2人】美军南方司令部5日宣称，当日在太平洋东部对一艘“贩毒船”实施打击，打死船上2人。,2026-02-06 10:50:42,https://finance.eastmoney.com/a/202602063643906693.html
SpaceX酝酿打造星链手机？马斯克回应：当前并未研发！,【SpaceX酝酿打造星链手机？马斯克回应：当前并未研发！】周四有消息称，全球首富马斯克旗下SpaceX正考虑开发一款能够直接连接星链（Starlink）的移动设备。对于相关报道，马斯克本人随后进行了澄清。马斯克表示，SpaceX并没有在开发基于星链的手机。,2026-02-06 10:49:57,https://finance.eastmoney.com/a/202602063643907240.html
浙江世宝成立汽车安全系统公司,【浙江世宝成立汽车安全系统公司】企查查APP显示，近日，安庆世特瑞汽车安全系统有限公司成立，法定代表人为来忠，注册资本为1000万元，经营范围包含：汽车零部件及配件制造。企查查股权穿透显示，该公司由浙江世宝旗下芜湖世特瑞转向系统有限公司全资持股。,2026-02-06 10:48:02,https://finance.eastmoney.com/a/202602063643905727.html
港股茶饮股多数上涨 古茗涨超5%创上市来新高,港股茶饮股多数上涨，古茗涨超5%创上市来新高，沪上阿姨、蜜雪集团跟随上涨。消息面上，今日，阿里千问“春节请客计划”正式上线。根据千问App官方发文，首轮免单活动送奶茶。,2026-02-06 10:47:19,https://finance.eastmoney.com/a/202602063643905473.html
领涨！受染料+化肥等催化影响化工ETF涨3%，盘中净申购超2亿份,【领涨！受染料+化肥等催化影响化工ETF涨3%，盘中净申购超2亿份】截至02月06日10:47，化工ETF（159870.SZ）上涨3%，其关联指数细分化工（000813.CSI）上涨3.06%；主要成分股中，万华化学上涨4.41%，浙江龙盛上涨7.67%，天赐材料上涨5.87%，荣盛石化上涨4.64%，巨化股份上涨3.55%。,2026-02-06 10:47:03,https://finance.eastmoney.com/a/202602063643909564.html
优刻得全浸没液冷机柜上架乌兰察布 GPU算力密度提升50%,【优刻得全浸没液冷机柜上架乌兰察布 GPU算力密度提升50%】2月6日记者获悉，优刻得液冷机柜在乌兰察布智算中心正式上架，进入规模化商用阶段。该方案通过精密结构设计，将整机高度从传统6U压缩至4U，支持8张高性能GPU卡，算力密度提升50%。此外，全浸没式液冷技术可使GPU工作温度降低15°C，整体功耗下降15%，运行噪音低于35dB，适用于AI训练、AI 推理、超算等持续高负载场景。,2026-02-06 10:45:22,https://finance.eastmoney.com/a/202602063643904253.html
AI芯片厂商 集体被存储“卡住咽喉”,【AI芯片厂商 集体被存储“卡住咽喉”】存储芯片持续涨价态势正在对AI芯片市场带来普遍影响。近日多家AI芯片大厂陆续发布财报，其中存储芯片涨价成为其中备受关注的话题，这尤其表现在与手机有高度关联的高通和联发科。不仅如此，AMD和Arm也频繁被问及存储涨价对后续业绩的影响。,2026-02-06 10:43:01,https://finance.eastmoney.com/a/202602063643903590.html
名雕股份盘中上演“地天板”,名雕股份盘中上演“地天板”，成交近7亿元，走出6天5板，该股昨日盘中走出“天地板”，今早以跌停开盘。,2026-02-06 10:41:44,https://finance.eastmoney.com/a/202602063643902019.html
中国空间技术研究院研制的陆地探测四号01星、海洋盐度探测卫星转入业务化运行,【中国空间技术研究院研制的陆地探测四号01星、海洋盐度探测卫星转入业务化运行】日前，中国空间技术研究院研制的陆地探测四号01星、海洋盐度探测卫星顺利通过应用系统、地面系统、测控系统、卫星系统联合在轨测试，转入业务化运行阶段。陆地探测四号01星、海洋盐度探测卫星的成功交付，展现了微波遥感领域卫星技术进步，将进一步完善我国海洋、减灾等领域观测体系。,2026-02-06 10:41:12,https://finance.eastmoney.com/a/202602063643901372.html
伊朗军方：我们能够轻易进入美军基地,【伊朗军方：我们能够轻易进入美军基地】当地时间5日，伊朗陆军发言人穆罕默德·阿克拉米尼亚警告说，中东地区的美国军事基地极易受到攻击。阿克拉米尼亚表示，伊朗已做好充分准备应对任何局面。“我们能够轻易进入美军基地，这增加了它们的脆弱性。”,2026-02-06 10:40:22,https://finance.eastmoney.com/a/202602063643900948.html
贵金属概念局部回暖 湖南黄金10天7板,贵金属概念局部回暖，湖南黄金走出10天7板，潮宏基触及涨停，萃华珠宝、晓程科技、中国黄金、四川黄金、华钰矿业跟涨。,2026-02-06 10:37:47,https://finance.eastmoney.com/a/202602063643899265.html
A股三大指数探底回升全线翻红,A股三大指数探底回升全线翻红，创业板指一度跌近2%。中药、化工板块领涨，全市场超3900只个股上涨。,2026-02-06 10:35:15,https://finance.eastmoney.com/a/202602063643895537.html
油气股快速回暖 通源石油涨超10%,油气股快速回暖，通源石油涨超10%，山东墨龙、泰山石油、准油股份、洲际油气、惠博普、中曼石油跟涨。,2026-02-06 10:33:59,https://finance.eastmoney.com/a/202602063643893577.html
沪深两市成交额突破1万亿 较上一日此时缩量超800亿,沪深两市成交额突破1万亿，较上一日此时缩量超800亿。,2026-02-06 10:32:22,https://finance.eastmoney.com/a/202602063643891612.html
国投白银LOF复牌连续第五日跌停,【国投白银LOF复牌连续第五日跌停】国投白银LOF复牌再度跌停，现报3.099元，溢价率回落至28.73%。截至目前，国投白银LOF已连续第五日跌停。,2026-02-06 10:31:10,https://finance.eastmoney.com/a/202602063643889370.html
总台春晚首次设立独家卡牌合作伙伴 卡游马年典藏卡牌将融入节目,【总台春晚首次设立独家卡牌合作伙伴 卡游马年典藏卡牌将融入节目】近日，中央广播电视总台与卡游正式达成合作，宣布卡游成为总台《2026年春节联欢晚会》独家卡牌合作伙伴。,2026-02-06 10:28:48,https://finance.eastmoney.com/a/202602063643888033.html
